Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2006-01-06,63.712102485409694,66.72551273809799,62.851128127498754,66.20462036132812,8616860,0.0,0.0
2006-01-09,65.27907480546565,66.55331973079508,63.71210175478567,65.85162353515625,5517700,0.0,0.0
2006-01-10,65.85591092375367,66.29500957968953,64.16840237724331,64.43099975585938,6799800,0.0,0.0
2006-01-12,64.43101677770323,65.33073342605894,63.712103960449156,64.28465270996094,3949510,0.0,0.0
2006-01-13,64.81415783044596,64.81415783044596,62.50674596033477,62.842525482177734,3382880,0.0,0.0
2006-01-16,63.626028596186465,64.32341596779402,62.59285506444397,63.83266067504883,3428120,0.0,0.0
2006-01-17,63.7981945534889,64.82705858306619,63.7981945534889,64.48697662353516,2610120,0.0,0.0
2006-01-18,64.05649231275784,64.78831918919218,61.99876416234565,64.11676025390625,6244860,0.0,0.0
2006-01-19,64.11676139982326,64.11676139982326,62.015981867310806,62.71767807006836,6433500,0.0,0.0
2006-01-20,62.89416082745023,64.05647455231107,62.17093916547854,62.433536529541016,4852150,0.0,0.0
2006-01-23,62.46367606976783,62.83389521025828,60.354285499545924,61.947086334228516,4177510,0.0,0.0
2006-01-24,62.16234468337425,62.76503066224191,61.43482688422778,61.637149810791016,6345090,0.0,0.0
2006-01-25,61.66728529473193,62.76502885979431,61.4003853591442,61.895442962646484,8777020,0.0,0.0
2006-01-27,64.12537922971238,64.57308304861542,62.941539373821094,63.462425231933594,6651140,0.0,0.0
2006-01-30,63.46241387833238,64.48266630598614,63.204125533574626,64.01774597167969,3311460,0.0,0.0
2006-01-31,63.38493143673627,65.9850709778724,62.85112499668537,65.64498901367188,6150040,0.0,0.0
2006-02-01,65.8645349729992,66.63941316877703,63.281612032881576,63.60877990722656,6372040,0.0,0.0
2006-02-02,63.608776558614075,64.7452623296883,63.37201388987091,63.669044494628906,4776560,0.0,0.0
2006-02-03,63.19551557154217,63.681961589227036,62.37758603705966,63.01040267944336,2769020,0.0,0.0
2006-02-06,63.010414537916944,64.5730853042687,62.506745260789316,64.12538146972656,5746490,0.0,0.0
2006-02-07,63.3677116614452,66.72551298338391,63.298832136067986,66.3595962524414,8743490,0.0,0.0
2006-02-08,66.46721449229724,66.46721449229724,64.57307362673154,65.64498901367188,3352220,0.0,0.0
2006-02-10,66.20032293459269,66.46722290403922,64.76249722303153,65.61055755615234,6061210,0.0,0.0
2006-02-13,64.6591704310958,65.60624087393543,63.974697419875206,64.26742553710938,2909880,0.0,0.0
2006-02-14,64.65917289790448,65.42974862591008,63.643222893881074,64.39227294921875,5989940,0.0,0.0
2006-02-15,64.48698603341184,65.00356937696954,63.45381277758284,64.03497314453125,4060910,0.0,0.0
2006-02-16,64.0349607091201,66.2003104516357,63.39353251946542,65.43404388427734,4744650,0.0,0.0
2006-02-17,66.07977858466434,66.07977858466434,63.4107595256061,63.9144287109375,4791320,0.0,0.0
2006-02-20,63.71209864335803,64.13397421405423,61.99015003137538,62.1795654296875,5092480,0.0,0.0
2006-02-21,62.851123235663124,62.851123235663124,62.205392517488505,62.403419494628906,3755570,0.0,0.0
2006-02-22,62.403439245503726,62.82531494232988,62.123618571169786,62.56271743774414,3194470,0.0,0.0
2006-02-23,62.16234922968756,62.74781208610476,61.301374827233644,62.15804672241211,11054570,0.0,0.0
2006-02-24,62.179564365856436,62.179564365856436,60.78478364927726,61.25401306152344,9637650,0.0,0.0
2006-02-27,61.99875660243742,62.997483300931655,61.65006308768917,62.69184112548828,3147850,0.0,0.0
2006-02-28,63.22563741523501,64.0564809226669,62.313006877633256,63.46670913696289,4927070,0.0,0.0
